File type;Contracts
Charset;ISO-8859-1
Decimal separator;Comma
Boolean format;Yes;No
Day pattern;dd/MM/yyyy
Timestamp pattern;dd/MM/yyyy HH:mm
Additional contract info;Not included
Contract type;Fixed scheduled
Reference day;30/11/2024
;Identifier;Description;Interest anchor date;Interest payment period;Maturity date;Prepayment allowed;Position;Initial principal;Outstanding principal;Start date;Day count convention;Accrued interest;Purchase date;Purchase relative price;Purchase relative price type;Business day convention;Discount curve;Credit spread curve;Group identifier;Planned position;Planned date;Currency;Book value definition;Custom amortized cost;Fair value accounting;Market value;Market value type;Excess operational deposits;Haircut;Retained;Minimum encumbrance;Counterparty;Counterparty LEI;Counterparty national code;Counterparty residence;Client start date;Discarded;Discarding cause;Indexed rate;Comision cancelacion RI3;Interest spread;Fuente de datos;Producto;Segmento negocio;Tipo tasa;Moneda original;Código de producto;Código de sub-producto;Producto comercial;Apartado;Epigrafe M1;Cuenta contable;Código DRC;Clave ISIN cobertura;Código clasificación activo;Descripción tamaño empresa;Consolidado reservado;Consolidado público;F8 Primario;F8 Secundario;F18 Primario;F18 Secundario 1;F18 Secundario 2;Persona física/jurídica;Segmento negocio cartera;Marca transaccional;Marca empleado;Epigrafe RI2;Transferencia cuentas vista;Moneda de tratamiento;Categoria RI3;Mes de reprecio;Sensible;Código DRC contable;Código tamaño empresa;Cód. segmento estratégico;Des. segmento estratégico;Edad;Segmento estratégico;Coste amort./Valor razon.;Cod. ranking insolvencia;Des. ranking insolvencia;Clasificacion F V_J;Opcion Comprada;Opcion Vendida;Operacional;FINREP;Macrosegmento;Des. macrosegmento
contract;1028563_210374000500021023;;20/12/2024;1M;20/12/2035;Yes;Long;7339094,15;7339094,15;20/12/2019;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;7339094,15;;;;;;;;;;;;;No;;3;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Servicios Centrales;FIX;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;01010300;;01;GRANDE;GLOBAL;GLOBAL;;;120;140;;J;;N;N;A.2.2;Original;EUR;Prestamo fijo mayorista;;Sensible;01010102;04;J01;Grandes empresas;;GRANDES EMPRESAS;AMORTIZED_COST;;;FIJO;NO;NO;;1.8.2.5.2.1 Inversión crediticia;;
payment;Principal;20/12/2024;100000
payment;Principal;20/03/2025;100000
payment;Principal;20/06/2025;100000
payment;Principal;20/09/2025;100000
payment;Principal;20/12/2025;100000
payment;Principal;20/03/2026;100000
payment;Principal;20/06/2026;100000
payment;Principal;20/09/2026;100000
payment;Principal;20/12/2026;100000
payment;Principal;20/03/2027;100000
payment;Principal;20/06/2027;100000
payment;Principal;20/09/2027;100000
payment;Principal;20/12/2027;100000
payment;Principal;20/03/2028;100000
payment;Principal;20/06/2028;100000
payment;Principal;20/09/2028;100000
payment;Principal;20/12/2028;100000
payment;Principal;20/03/2029;100000
payment;Principal;20/06/2029;100000
payment;Principal;20/09/2029;100000
payment;Principal;20/12/2029;100000
payment;Principal;20/03/2030;100000
payment;Principal;20/06/2030;100000
payment;Principal;20/09/2030;100000
payment;Principal;20/12/2030;100000
payment;Principal;20/03/2031;100000
payment;Principal;20/06/2031;100000
payment;Principal;20/09/2031;100000
payment;Principal;20/12/2031;100000
payment;Principal;20/03/2032;100000
payment;Principal;20/06/2032;100000
payment;Principal;20/09/2032;100000
payment;Principal;20/12/2032;100000
payment;Principal;20/03/2033;100000
payment;Principal;20/06/2033;100000
payment;Principal;20/09/2033;100000
payment;Principal;20/12/2033;100000
payment;Principal;20/03/2034;100000
payment;Principal;20/06/2034;100000
payment;Principal;20/09/2034;100000
payment;Principal;20/12/2034;100000
payment;Principal;20/03/2035;100000
payment;Principal;20/06/2035;100000
payment;Principal;20/09/2035;100000
payment;Principal;20/12/2035;2939094,15
contract;1089458_210380820500000548;;01/04/2025;1M;01/04/2025;Yes;Long;50000000;50000000;01/04/2020;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;50000000;;;;;;;;;;;;;No;;0,47600000000000003;0;0;UG;PERSONALES FINANCIACION EMPRESAS;Banca Corporativa;FIX;EUR;050;209;113105;A;04.02.05.04.00 Prestamos personales;33652000005;01030102;;03;GRANDE;;;;;120;;;J;;N;N;A.2.2;Original;EUR;Prestamo fijo mayorista;;Sensible;01030102;04;J01;Grandes empresas;;GRANDES EMPRESAS;AMORTIZED_COST;;;FIJO;NO;NO;;1.8.2.5.2.1 Inversión crediticia;;
payment;Principal;01/04/2025;50000000
contract;1117417_210305010500035048;;01/04/2025;1M;01/10/2026;Yes;Long;125000000;125000000;14/02/2019;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;125000000;;;;;;;;;;;;;No;;0,3;0;0;UG;PERSONALES FINANCIACION EMPRESAS;Banca Corporativa;FIX;EUR;050;209;113105;A;04.02.05.04.00 Prestamos personales;33552000009;01030102;;03;GRANDE;;;;;110;;;J;;N;N;A.2.2;Original;EUR;Prestamo fijo mayorista;;Sensible;01030102;04;J01;Grandes empresas;;GRANDES EMPRESAS;AMORTIZED_COST;;;FIJO;NO;NO;;1.8.2.4.1 Inversión crediticia;;
payment;Principal;01/04/2025;0
payment;Principal;01/10/2025;0
payment;Principal;01/04/2026;0
payment;Principal;01/10/2026;125000000
